epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.452286282306163,0.6053677932405567,0.668986083499006,0.7206759443339961,0.452286282306163,0.452286282306163,0.20178926441351888,0.6053677932405567,0.13379721669980119,0.668986083499006,0.0720675944333996,0.7206759443339961,0.5423597305058537,0.5856752577189149,0.5478756097147947,0.452286282306163,0.6053677932405567,0.668986083499006,0.7206759443339961,0.452286282306163,0.452286282306163,0.20178926441351888,0.6053677932405567,0.13379721669980119,0.668986083499006,0.0720675944333996,0.7206759443339961,0.5423597305058537,0.5856752577189149,0.5478756097147947
